Acceleration_ms2,Time_s,Displacement_m,a_times_t2,log_acceleration,log_time,log_displacement
7.803532317523569,6.75975964266809,178.28867014128255,356.5773402825651,2.0545764924058214,1.9109873336044199,5.183403979054716
19.038928974993365,7.987145832194586,607.2894633943431,1214.5789267886862,2.9464857764676813,2.077833478463266,6.409005552834268
14.7738818653224,2.57963219804574,49.15641525789371,98.31283051578743,2.692860882954528,0.9476468298740406,3.895007362142664
12.173840441842213,6.286253586109289,240.5367298855872,481.0734597711744,2.499289423516499,1.8383652789726421,5.482872800901838
3.542363488627512,5.760285233123112,58.76937948479386,117.53875896958772,1.2647941565198022,1.7509869931211721,4.0736209622022015
3.541893146555952,8.345020730203883,123.32760541560444,246.65521083120893,1.264661371360689,2.1216650412573737,4.81484427331549
1.6326304372798894,9.07026189876448,67.15796807180703,134.31593614361407,0.4901924793011759,2.205001138987393,4.2070475767160165
17.390434842611235,0.2203520376261294,0.4221964600216065,0.8443929200432131,2.855920333379109,-1.5125288405114397,-0.8622845282037156
12.221742728992572,6.772797198682047,280.31044754600435,560.6208950920087,2.5032165564223865,1.9129141771714624,5.635897730205366
14.307415267022886,0.6131744112853172,2.68967144603041,5.37934289206082,2.660777953006658,-0.48910586265734757,0.9894190471320176
0.9013976387681476,5.533700784265824,13.801229104824582,27.60245820964917,-0.1038087882451643,1.7108568112845828,2.6247576537640556
19.41324211715889,2.9475640175324145,84.33242092504234,168.66484185008468,2.965955416573923,1.0809790724581312,4.43476638093024
16.732631495608224,3.137088335269198,82.33561746217508,164.67123492435016,2.8173607946564303,1.1432950879670678,4.41080379003062
4.640612658226385,3.59428918417833,29.97583963533864,59.95167927067728,1.534846395932719,1.279346248167888,3.4003917117085494
4.045586860538462,6.25079524559114,79.03547736860298,158.07095473720597,1.3976266229383536,1.8327086949486602,4.369896832275729
4.07638794214196,3.407094660120815,23.659954892146345,47.3199097842927,1.4052112880006928,1.2258599223024929,3.163783952045733
6.432723737710986,7.353720600843776,173.93186552456947,347.86373104913895,1.8613980469568963,1.9952063893430538,5.158663645083059
10.73275041682864,4.104821117181309,90.4210417595135,180.84208351902703,2.373299853416346,1.4121621651415717,4.504477003139543
8.922927863521258,0.7766966830685903,2.6914126373660423,5.382825274732085,2.188624128555095,-0.252705374109506,0.9900661997761375
6.178968233861817,7.859222440592662,190.82933133130248,381.6586626626049,1.8211513050819437,2.0616876754143534,5.2513794753507055
12.4311314470864,2.9290074134677897,53.32386311098784,106.64772622197567,2.520203926889816,1.0746635989000204,3.976383944129912
3.220130282714816,4.3843921080327,30.950111798155568,61.90022359631114,1.169421819208254,1.478050986347023,3.4323766113423546
6.196820646436754,6.885894443896825,146.91280572004595,293.8256114400919,1.824036361562878,1.9294750357103745,4.989839252423682
7.644055944226988,3.391315955772249,43.9572350991341,87.9144701982682,2.0339283450622587,1.2212180336105036,3.7832172317233206
9.3933646922322,0.6601979958524846,2.047102513274153,4.094205026548306,2.240003556217597,-0.4152154952348974,0.7164253851878573
15.810931247163763,3.801818365426855,114.26419993640718,228.52839987281433,2.7607015519006017,1.33547946949708,4.738513310334817
4.393638752088014,9.450040968673605,196.1831633475232,392.3663266950466,1.4801577566746167,2.2460190768056303,5.279048729725931
10.527571549065426,6.453170533255726,219.20198879930592,438.40397759861185,2.353997677427471,1.8645715655773547,5.389993628022236
12.052084092809828,6.747643571805348,274.3698750728179,548.7397501456358,2.4892375987420383,1.909193343461401,5.614477105104895
1.4057830480399556,6.3595933210126345,28.428045078816066,56.856090157632124,0.3405944771010724,1.8499644320705677,3.3473761606822623
12.347124612078048,2.0700221756984245,26.453663906833977,52.907327813667955,2.513423211033102,0.7275593201176846,3.2753946707085264
