Mass_kg,Acceleration_ms2,Force_N
4.058131129049944,13.48678958475707,54.731160644849226
9.531785910894204,15.953959804108308,152.06972928377203
7.453942447208348,5.084311185970729,37.89816296392343
6.187255599871848,12.534994582179277,77.557215422952
1.982177084203147,11.477745064560596,22.750923245297788
1.981947943193925,16.673324498086593,33.045661195187606
1.0517943155978948,18.131132503577085,19.070222102614604
8.728673384861883,0.3419197523999974,2.984505842532423
6.210592611560483,13.512996389269972,83.92371553524357
7.226689489062432,1.1315324024826074,8.17723331955462
0.6955526958101232,11.02228743503938,7.66658173943569
9.714143595538946,5.823891307969196,56.5741164504239
8.408205087604006,6.204854330490609,52.171687749472895
2.517221551443624,7.123874218701895,17.932369713090015
2.227337188467456,12.46371973608724,27.76090647482289
2.2423428436076214,6.747594316808507,15.130419827863012
3.3903013081156086,14.680711106746578,49.77203406927027
5.48518610050626,8.150094972920005,44.70478766326676
4.603477677100099,1.4602286861681766,6.722130160236407
3.2666768318813983,15.696820865433732,51.27644105530489
6.312602499862605,5.786590659394848,36.52844666217752
1.8251916761943972,8.712060904025325,15.90118104452566
3.275374161084573,13.74033327611584,45.00473257728035
3.980437511290071,6.7158775272593685,26.7321308307332
4.832664850061842,1.2260545573196409,5.92511076341676
7.959171633233629,7.541028835554989,60.0203427933461
2.396900930504417,18.89452679561664,45.28830885785417
5.385227164929311,12.870514506241308,69.31064434562744
6.127938404189403,13.462435058477416,82.49697280874958
0.9412789208399784,12.682414857389032,11.937689770608056
6.271676093063665,4.059943565292792,25.462650997634466
2.1199791750292696,8.424843895635373,17.860493611619457
1.1179901333601554,15.043701987430032,16.818710391157335
9.514412603906663,2.117320661307867,20.145062386459564
9.673504314208314,5.629270244185273,54.454769992970725
8.17977480710638,5.598750258470486,45.796516315517216
3.3938308071470216,8.697176659130669,29.516746080957677
1.4278850830606469,19.609337944749484,27.999881140002906
7.00021375186549,1.4433006790080567,10.103413261269
4.681448690526213,10.42214978817384,48.79075947831447
1.6593632310253987,3.669357172042988,6.088796372787472
5.2041806460570665,19.41646325365391,101.04678227954388
0.8266909505945748,2.3547397440765376,1.9466420374334583
9.13854381974843,8.131659946995665,74.31153075291307
2.9584098252001607,14.783911198208662,43.73686814366719
6.793961701362829,14.12063311774616,95.935040600963
3.461255222849404,8.512299874189251,29.463242397997877
5.440646201189203,6.995830942259092,38.06184104016381
5.693747653761156,8.012486333202125,45.62107526046293
2.2561173274925066,5.359097636856921,12.090753038237043
9.711053963763309,4.186125480265315,40.65169043794106
7.863761821930588,9.712489981421909,76.37670791178893
9.425239944859795,5.443821745745385,51.3093261706958
9.000859829062664,5.820487131455277,52.389388807091976
6.1800497987053085,13.169445663143684,81.38783001957162
9.25780523271961,19.37389290082785,179.35972707543343
1.3406787694932352,12.112380291131563,16.23881110434838
2.3618371929818798,1.6318913945928288,3.854261790656411
0.9296592446501116,1.6041139156959328,1.4912793311986137
3.590638142251011,19.03332209482676,68.34177228743388
