Spring_Constant_N_per_m,Displacement_m,Force_N
38.07947176588889,0.172702994208898,-6.576438791862204
95.1207163345817,0.2966813971913723,-28.22054702398789
73.46740023932911,-0.24953210120750102,18.332474751972256
60.26718993550662,0.12487409960699891,-7.525811079040376
16.445845403801215,0.07174598314374869,-1.1799233471258188
16.443457513284063,0.3328303767882711,-5.472882159848262
6.750277604651747,0.40608706048126053,-2.7412003899055124
86.75143843171858,-0.4878432285226132,42.321101803510295
60.510386162577674,0.17401991905879266,-10.530012502228054
71.09918520180851,-0.448164200880271,31.8641095192069
3.0378649352844422,0.04885866507735592,-0.1484260254233061
97.02107536403744,-0.2123672709563218,20.60410100030826
83.41182143924175,-0.1932234004778588,16.117115778542257
22.02157195714934,-0.14704149654764342,3.238084896910856
19.00067175350296,0.12129244904961012,-2.304638010570124
19.15704647548995,-0.1659500343312308,3.179112520292541
31.119982052994235,0.2326990505902804,-7.2415902781183235
52.950886731591545,-0.09547261442613031,5.055359592446939
43.76255684556946,-0.4316467996900414,18.88996760864357
29.83168487960615,0.28375984248410724,-8.465034202472564
61.573436577515565,-0.214241675407294,13.191596212951692
14.809892204552142,-0.06723312040073737,0.9957152657105959
29.922320204986598,0.18544388322190153,-5.548911253821879
37.269822486075476,-0.16754384285128798,6.244329281702429
46.150928437486556,-0.4434143438532844,20.463983651327982
78.73242017790835,-0.1260789529871864,9.926501102177914
20.767704433677615,0.44444858269430343,-9.230176801362218
51.909209402947546,0.1417343972985582,-7.35732050897142
59.64904231734221,0.17147914866720693,-10.228566995392042
5.598590859279775,0.13228215363763984,-0.7405936562015333
61.146940338242395,-0.3010078610405632,18.405709720389275
17.88188824504186,-0.08166613589771987,1.460344715527428
7.4401077055426725,0.25093979836331826,-1.8670191274302488
94.93966818807999,-0.39862710244684085,37.84552483707884
96.59757127438138,-0.22214722391028774,21.45888229507998
81.03133746352965,-0.2236808915341464,18.125161806046588
31.156763148163698,-0.067981072405494,2.118070171496144
10.669539286632004,0.48036874094218507,-5.125313153552595
68.73906962470353,-0.43249745331617806,29.729472556007728
44.57509688022053,0.018700994380595026,-0.833598636271483
13.081785249633104,-0.32063531798778955,4.194482373364085
50.02251410101575,0.47067654540974413,-23.544424129776306
4.404463590406621,-0.3866964952725358,1.7031906339657301
91.02271980579943,-0.09639899763840876,8.774498951600801
26.619218178401674,0.23788498483460618,-6.332312312678155
66.58970615104421,0.20455442802744528,-13.621219254242503
31.859396532851683,-0.07727136310606775,2.461818997830178
52.48673409660327,-0.15347583204728177,8.055445186920622
55.12431765498469,-0.10238762144712943,5.6440477685898855
19.300591097027176,-0.23572373684136072,4.549607456638344
96.9888781486913,-0.2946670612932002,28.579427702199144
77.73814951275034,-0.01696030244111002,1.3184625269484753
94.01039521485473,-0.23146624393239268,21.760233070982206
89.58790769233724,-0.2125383351027499,19.040864746268195
60.19209790229743,0.15675606347455706,-9.435476319439289
92.26554926728856,0.4685373316998922,-43.22985426152033
9.76075770314003,0.10363720055937509,-1.0115776036917885
20.402303379495375,-0.4230205329350337,8.630593248696373
5.477501602143269,-0.424416386145933,2.3247414350902043
33.20770274556317,0.45142322084556596,-14.99072813028427
39.47905167925872,-0.20270920969266637,8.002767365318467
27.863554145615694,-0.40793301391752457,11.366463621075146
83.04501340604101,0.09904458715038156,-8.225159067699233
36.31857934266534,0.1236487782902661,-4.490747964958665
28.812516459050695,0.14850482011868815,-4.278797573918065
54.7269122326666,-0.2325979721424587,12.729368806936568
14.951498272501501,-0.48488931578552497,7.249821767321712
80.41750109464992,0.46501536945447186,-37.395373982134025
8.380513724297312,-0.2491069543088975,2.087644249403619
98.70180672345121,0.1760262880525475,-17.374112661609093
77.45223216036908,0.20662986987870957,-16.00394465311267
20.67285247188307,0.11000741707948569,-2.2741671040971174
1.5466895952366375,-0.18709260578635178,0.2893741867154602
81.73068141702858,-0.22890374623593424,18.708459158773497
70.9788770409141,0.09766828270270311,-6.932385028752401
73.17170963605774,0.3660956336116915,-26.78784340166327
77.35576432190862,0.4467337289233956,-34.5574290492456
8.330420521674945,-0.39409419559624237,3.2829703744679173
36.48810712588299,-0.34517138740228015,12.594650560324057
12.471036892987842,0.44473625878307965,-5.546322290933174
86.44723916168375,0.23653522833479257,-20.44781745402129
62.70651455592824,0.38299382482977307,-24.016207851518793
33.75890446041227,-0.29736736586465684,10.03879649386941
7.29227667831634,0.08758587110940186,-0.638700405241112
31.787249849850557,0.20113959441747364,-6.393674542445841
33.19314888064796,0.18011188544697265,-5.978480628815574
73.23101165546834,-0.09184830913330189,6.72614459667589
64.1181896641661,-0.4846051083086915,31.072002246760437
88.83406151505633,0.08292605680426313,-7.366658431350967
47.74927759103298,-0.24689846082039124,11.789223142511641
12.83983034789187,-0.049745753857109665,0.6387270400532756
71.6112339350765,0.4575810150838173,-32.76794111541701
76.31771981307284,-0.10096468235756528,7.705394339180566
56.56644255938013,0.3398016066644267,-19.221368064968374
77.32575081550154,-0.31145939425074887,24.08383150898046
49.88576404007468,0.17246049802502883,-8.603323710710354
52.750550108817414,0.4770069544389435,-25.162379252385872
43.326560817496414,-0.3981068991270632,17.248602776893613
3.5164935476654238,-0.491680057772808,1.728989750673842
11.681251272337141,-0.06641720736738566,0.7758360880653534
4.111489382986691,-0.4073745169486328,1.6749160013336355
64.00463071511426,0.24838434967623135,-15.897748576440998
32.12124212655634,0.41454866384855893,-13.315818004719974
51.34849842530557,-0.06597902729124117,3.3879239789674904
90.84908091868321,-0.24128835784455904,21.920825546556536
25.67993068573862,-0.06559668099339022,1.6845182211247687
41.62790938052734,0.223447817850001,-9.301665512736422
75.79956271576182,-0.490945838419629,37.21347986933094
23.651018383670625,0.08945398948469718,-2.115677949795252
8.621011073050507,0.11329168488737906,-0.9766888698986437
29.685393838463035,0.1376882468959355,-4.087329836033381
16.960907438146435,-0.2579779200191228,4.375539622529886
93.04006758191473,0.21405272337812675,-19.91547984919381
81.00391757687729,-0.4086085136682236,33.09889036239112
63.706971894531925,-0.3007296635331992,19.158576222561564
87.27459842858406,0.3774700466544819,-32.9435467405888
80.56353561301233,0.23872315072656636,-19.23238105521024
19.470435829717548,-0.48625444598865475,9.46758598753696
